id,fl_matriz,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_empresa_anos,idade_emp_cat,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,dt_situacao,fl_st_especial,fl_email,fl_telefone,fl_rm,nm_divisao,nm_segmento,fl_spa,fl_antt,fl_veiculo,vl_total_tancagem,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,fl_optante_simples,qt_art,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,vl_total_tancagem_grupo,vl_total_veiculos_antt_grupo,vl_potenc_cons_oleo_gas,fl_optante_simei,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,nu_meses_rescencia,de_nivel_atividade,de_indicador_telefone,fl_simples_irregular,vl_frota,empsetorcensitariofaixarendapopulacao,nm_meso_regiao,nm_micro_regiao,fl_passivel_iss,qt_socios,qt_socios_pf,qt_socios_pj,idade_media_socios,idade_maxima_socios,idade_minima_socios,qt_socios_st_regular,qt_socios_st_suspensa,qt_socios_masculino,qt_socios_feminino,qt_socios_pep,qt_alteracao_socio_total,qt_alteracao_socio_90d,qt_alteracao_socio_180d,qt_alteracao_socio_365d,qt_socios_pj_ativos,qt_socios_pj_nulos,qt_socios_pj_baixados,qt_socios_pj_suspensos,qt_socios_pj_inaptos,vl_idade_media_socios_pj,vl_idade_maxima_socios_pj,vl_idade_minima_socios_pj,qt_coligados,qt_socios_coligados,qt_coligados_matriz,qt_coligados_ativo,qt_coligados_baixada,qt_coligados_inapta,qt_coligados_suspensa,qt_coligados_nula,idade_media_coligadas,idade_maxima_coligadas,idade_minima_coligadas,coligada_mais_nova_ativa,coligada_mais_antiga_ativa,idade_media_coligadas_ativas,coligada_mais_nova_baixada,coligada_mais_antiga_baixada,idade_media_coligadas_baixadas,qt_coligados_sa,qt_coligados_me,qt_coligados_mei,qt_coligados_ltda,qt_coligados_epp,qt_coligados_norte,qt_coligados_sul,qt_coligados_nordeste,qt_coligados_centro,qt_coligados_sudeste,qt_coligados_exterior,qt_ufs_coligados,qt_regioes_coligados,qt_ramos_coligados,qt_coligados_industria,qt_coligados_agropecuaria,qt_coligados_comercio,qt_coligados_serviço,qt_coligados_ccivil,qt_funcionarios_coligados,qt_funcionarios_coligados_gp,media_funcionarios_coligados_gp,max_funcionarios_coligados_gp,min_funcionarios_coligados_gp,vl_folha_coligados,media_vl_folha_coligados,max_vl_folha_coligados,min_vl_folha_coligados,vl_folha_coligados_gp,media_vl_folha_coligados_gp,max_vl_folha_coligados_gp,min_vl_folha_coligados_gp,faturamento_est_coligados,media_faturamento_est_coligados,max_faturamento_est_coligados,min_faturamento_est_coligados,faturamento_est_coligados_gp,media_faturamento_est_coligados_gp,max_faturamento_est_coligados_gp,min_faturamento_est_coligados_gp,total_filiais_coligados,media_filiais_coligados,max_filiais_coligados,min_filiais_coligados,qt_coligados_atividade_alto,qt_coligados_atividade_medio,qt_coligados_atividade_baixo,qt_coligados_atividade_mt_baixo,qt_coligados_atividade_inativo,qt_coligadas,sum_faturamento_estimado_coligadas,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_ex_funcionarios,qt_funcionarios_grupo,percent_func_genero_masc,percent_func_genero_fem,idade_ate_18,idade_de_19_a_23,idade_de_24_a_28,idade_de_29_a_33,idade_de_34_a_38,idade_de_39_a_43,idade_de_44_a_48,idade_de_49_a_53,idade_de_54_a_58,idade_acima_de_58,grau_instrucao_macro_analfabeto,grau_instrucao_macro_escolaridade_fundamental,grau_instrucao_macro_escolaridade_media,grau_instrucao_macro_escolaridade_superior,grau_instrucao_macro_desconhecido,total,meses_ultima_contratacaco,qt_admitidos_12meses,qt_desligados_12meses,qt_desligados,qt_admitidos,media_meses_servicos_all,max_meses_servicos_all,min_meses_servicos_all,media_meses_servicos,max_meses_servicos,min_meses_servicos,qt_funcionarios,qt_funcionarios_12meses,qt_funcionarios_24meses,tx_crescimento_12meses,tx_crescimento_24meses,tx_rotatividade,qt_filiais,id_num,cliente,pred_1,pred_2,pred_3,predict_sum,dist_centroid,dist_centroid_norm
7d7b7f1a10a4a13abcf84fc563f0702c87a6605bca7ae4a64e13b9c0825e5f6c,True,MUNICIPIO,MA,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,21.835616438356166,> 20,False,False,False,False,False,2003-10-04,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,4.0,2.0,False,5.0,2.0,4.0,,,,False,MA,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,155021.0,382.94,OESTE MARANHENSE,GURUPI,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",71916340.0,71916340.0,200.0,535.0,38.13,61.87,,3.0,42.0,88.0,129.0,102.0,67.0,42.0,30.0,32.0,,121.0,320.0,94.0,,535.0,28.266666666666666,0.0,0.0,200.0,735.0,74.03446866485008,257.56666666666666,-3.033333333333333,92.80672897196257,257.56666666666666,28.266666666666666,535.0,535.0,543.0,0.0,-1.4732965009208066,0.0,0,76686,0,1,1,1,3,1.1615981388480303,0.25960990473279305
d14e874c3bb323cc35d4bcfdc83f02b571962fe153e9ce8e3e345fd621fc62eb,True,MUNICIPIO,MA,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,44.51780821917808,> 20,False,False,False,False,False,2005-11-03,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,5.0,5.0,False,,5.0,5.0,,,,False,MA,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,399763.0,847.61,OESTE MARANHENSE,IMPERATRIZ,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 100.000.000,01 A R$ 300.000.000,00","DE R$ 100.000.000,01 A R$ 300.000.000,00",116580700.0,117510700.0,38.0,977.0,31.01,68.99,,1.0,21.0,122.0,204.0,215.0,168.0,128.0,62.0,56.0,,97.0,527.0,353.0,,977.0,29.3,0.0,0.0,37.0,1015.0,161.58949275362326,520.3,9.166666666666666,164.49481935923652,520.3,29.3,978.0,978.0,978.0,0.0,0.0,0.0,1,246143,0,1,1,1,3,1.168812036535913,0.2612221656592444
9ce32f1652f188c570cc4ccb7439085c0b69785555db01b897163573b1962209,True,MUNICIPIO,MA,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,21.81643835616439,> 20,False,False,False,False,False,2005-10-07,False,True,True,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,6.0,6.0,False,2.0,6.0,6.0,,,,False,MA,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,524725.0,497.03,NORTE MARANHENSE,LITORAL OCIDENTAL MARANHENSE,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",28488348.0,29418348.0,129.0,209.0,41.15,58.85,,,1.0,16.0,40.0,45.0,45.0,28.0,12.0,22.0,,30.0,85.0,94.0,,209.0,25.23333333333333,0.0,0.0,129.0,338.0,123.84546351084812,530.9,-0.03333333333333333,181.23030303030293,530.9,29.3,209.0,209.0,296.0,0.0,-29.3918918918919,0.0,1,26829,0,1,1,1,3,1.1849700773671983,0.2648333865286568
b2e921fbe68986746db3801a9ac74686321a4522f11c69096171b9eaccf61950,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.85753424657535,> 20,False,False,False,False,False,2004-01-03,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,9.0,5.0,False,6.0,5.0,9.0,,,,False,RN,LARANJA,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,577759.0,682.8,LESTE POTIGUAR,LITORAL SUL,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",74183040.0,74183040.0,251.0,418.0,34.45,65.55,,1.0,6.0,26.0,60.0,81.0,73.0,60.0,67.0,44.0,21.0,74.0,209.0,114.0,,418.0,25.13333333333333,0.0,0.0,251.0,669.0,144.47455089820366,491.9666666666666,-1.0333333333333334,199.22097288676227,491.9666666666666,25.13333333333333,418.0,418.0,418.0,0.0,0.0,0.0,0,274626,0,1,1,1,3,1.1938824829858206,0.2668252533337165
81e062f5554447eb5a8ddfdcfe63ce42752b4cb311f1e84644bb35a856465ab9,True,MUNICIPIO,MA,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,21.835616438356166,> 20,False,False,False,False,False,2005-09-24,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,2.0,4.0,False,,4.0,2.0,,,,False,MA,VERDE,ACIMA DE 1 ANO,22.0,ALTA,BOA,False,301930.0,304.75,OESTE MARANHENSE,PINDARE,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",31579308.0,31579308.0,17.0,225.0,28.0,72.0,,,,19.0,33.0,58.0,47.0,35.0,16.0,17.0,,14.0,118.0,93.0,,225.0,116.4,0.0,0.0,17.0,242.0,170.34283746556468,251.56666666666663,20.133333333333333,178.17125925925916,251.56666666666663,116.4,225.0,225.0,225.0,0.0,0.0,0.0,0,322437,0,1,1,1,3,1.2007829737734403,0.2683674697819626
eb0af80eb45bbd64d8959e75f8f21952d618b4f44fc8ec4546a3fe9905859455,True,MUNICIPIO,MA,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,44.71506849315068,> 20,False,False,False,False,False,2005-11-03,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,2.0,10.0,False,,10.0,2.0,,,,False,MA,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,566971.0,671.74,LESTE MARANHENSE,CHAPADINHA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",79695250.0,79905250.0,129.0,732.0,43.85,56.15,,1.0,4.0,68.0,143.0,177.0,117.0,95.0,63.0,64.0,,88.0,334.0,310.0,,732.0,27.36666666666667,0.0,0.0,130.0,862.0,159.3641085271316,593.3333333333334,6.066666666666666,174.46097449908896,593.3333333333334,27.36666666666667,732.0,732.0,732.0,0.0,0.0,0.0,1,147128,0,1,1,1,3,1.2134906410863855,0.2712075537922223
f50a4dc323d45ae8e14355309c9d9986d92041673dfddcfd88a1aa164bd5f7b5,True,MUNICIPIO,PI,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,21.835616438356166,> 20,False,False,False,False,False,2005-11-03,False,False,True,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,2.0,0.0,False,1.0,0.0,2.0,,,,False,PI,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,64657.0,,SUDOESTE PIAUIENSE,CHAPADAS DO EXTREMO SUL PIAUIENSE,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",42912828.0,42912828.0,13.0,250.0,38.0,62.0,,,5.0,22.0,52.0,48.0,40.0,24.0,33.0,26.0,,,138.0,112.0,,250.0,28.13333333333333,0.0,0.0,13.0,263.0,158.56870229007626,263.6333333333333,8.733333333333333,162.64213333333328,263.6333333333333,28.13333333333333,250.0,250.0,250.0,0.0,0.0,0.0,0,410154,0,1,1,1,3,1.2412304922641666,0.27740723669521616
09832d3c0f37e6a49dacdb4ef5b6e2d23c8b2d096136efb01becf37f2bf86ea7,True,FUNDACAO PRIVADA,PI,ENTIDADES SEM FINS LUCRATIVOS,"CULTURA, ESPORTE E RECREACAO",SERVIÇO,31.810958904109587,> 20,False,False,False,False,False,2005-11-03,False,True,True,NAO,ATIVIDADES LIGADAS AO PATRIMONIO CULTURAL E AMBIENTAL,ARTES CULTURA ESPORTE E RECREACAO,False,False,True,,,7.0,0.0,False,,0.0,7.0,,,,False,PI,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,387022.0,401.95,SUDOESTE PIAUIENSE,SAO RAIMUNDO NONATO,True,3.0,3.0,0.0,82.33333333333333,85.0,79.0,3.0,,,3.0,,,,,,,,,,,,,,5.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,300.5466666666666,542.4,109.6,109.6,542.4,300.5466666666666,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,3.0,1.0,40.0,40.0,20.0,40.0,0.0,2307916.75,2307916.75,2307916.8,2307916.8,2307916.75,2307916.75,2307916.8,2307916.8,5455833.5,1091166.7,4615833.5,210000.0,5455833.5,1091166.7,4615833.5,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,5.0,5455833.5,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",22203396.0,22203396.0,183.0,95.0,28.42,71.58,,,4.0,22.0,19.0,17.0,13.0,12.0,5.0,3.0,,39.0,24.0,32.0,,95.0,8.333333333333334,2.0,4.0,183.0,278.0,56.65872442839951,151.06666666666666,0.7333333333333333,95.72175438596493,151.06666666666666,8.333333333333334,95.0,97.0,129.0,-2.061855670103097,-26.356589147286826,4.166666666666667,0,149137,0,1,1,1,3,1.2498299326907005,0.2793291577410796
d2e5177dfbd1672430c369681f403e22418eebd9b62042c960eb17426b4eb4f7,True,MUNICIPIO,PI,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,21.835616438356166,> 20,False,False,False,False,False,2004-12-18,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,1.0,3.0,False,,3.0,1.0,,,,False,PI,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,282224.0,,CENTRO NORTE PIAUIENSE,MEDIO PARNAIBA PIAUIENSE,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",15403284.0,15403284.0,24.0,122.0,36.07,63.93,,,3.0,9.0,18.0,31.0,21.0,19.0,13.0,8.0,,34.0,50.0,38.0,,122.0,57.66666666666666,0.0,0.0,24.0,146.0,214.84223744292225,5014.966666666666,11.166666666666664,122.51448087431696,265.6,57.66666666666666,122.0,122.0,123.0,0.0,-0.8130081300813052,0.0,0,6019,0,0,1,1,2,1.2641983624960216,0.2825404117610098
df95b7f3ad63d35f1be8c9ef2c2aa74e40f230317eed5efa816563340a7ee53f,True,MUNICIPIO,MA,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,21.81643835616439,> 20,False,False,False,False,False,2005-11-03,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,1.0,1.0,False,,1.0,1.0,,,,False,MA,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,69817.0,688.53,CENTRO MARANHENSE,ALTO MEARIM E GRAJAU,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",28694412.0,29624412.0,28.0,199.0,34.67,65.33,,,1.0,18.0,36.0,36.0,40.0,27.0,29.0,12.0,,1.0,82.0,116.0,,199.0,34.36666666666667,0.0,0.0,29.0,228.0,161.00994152046798,367.26666666666665,11.133333333333333,167.50167504187627,367.13333333333327,34.36666666666667,199.0,199.0,199.0,0.0,0.0,0.0,1,179265,0,1,1,1,3,1.2767913501472694,0.2853548655855346
