id,rank_01,rank_02,rank_03,rank_mean,rank_std
3f16a70c321e3aea43e973f18836e2e1b5c714805c2ce9e99f83428b27355162,1.0,980.0,1.0,327.333,461.505
5b98116ad29f54d3f6260f72752f010ad61b526c1e1222c523eef90e09536b89,2.0,980.0,1.0,327.667,461.27
566ff012a2dace92facb594a0596facbadec7e6daf9983511292029a3757aaaa,4.0,980.0,1.0,328.333,460.8
26a3e93535ac6ea7d9dee5cf179e70bbf93e72240683694e08b838d2e140d196,5.0,980.0,1.0,328.667,460.565
2061b9bba59c69c39f1f61594a4aef62650b9894e05762e2277f04ab336493e5,6.0,980.0,1.0,329.0,460.331
d6bb5680ea9158e37f7190ea1077130824a4009d74afd22a807cee1811a0f231,7.0,980.0,1.0,329.333,460.097
41d4bd2f309e07bdf69105c21b1b6fc4c5edef0281d0e847c2bf7c102f32f695,8.0,980.0,1.0,329.667,459.864
4e87f01360ff63f3723ec5b6a188cdd9cd5205f3574551e0f0f99156635b4c74,9.0,980.0,1.0,330.0,459.631
ab12a583125d491c6d922e70a93b492403a8059be6d3672d329ad18f36695799,10.0,980.0,1.0,330.333,459.398
1c3bbb481d33d11d71a53bb46f4f293f90a91a67f4f39ccb2454b1acf514a173,11.0,980.0,1.0,330.667,459.166
b2e921fbe68986746db3801a9ac74686321a4522f11c69096171b9eaccf61950,12.0,980.0,1.0,331.0,458.934
08620ea308eb7bf0207cdd28de4aece5d82becd952b2e3bcecf06fd0e1c24d66,13.0,980.0,1.0,331.333,458.703
30615301ea81ff2e4cef1e1465616687dfae869a38a8b878507df7981f593552,14.0,980.0,1.0,331.667,458.472
7d7b7f1a10a4a13abcf84fc563f0702c87a6605bca7ae4a64e13b9c0825e5f6c,16.0,980.0,1.0,332.333,458.01
80ef4cba5569af62102773c477571f9484972dcfe6f76a1495fe9b65ee28cccf,18.0,980.0,1.0,333.0,457.551
544ffaf1faf34abfe3248aa5d0360c8f5f192f206565d5aaac12c3dafbeb779d,19.0,980.0,1.0,333.333,457.321
c5c61fc0a8a4d7e4d0dc6b968ddade28c4649d5247fc2066c11ee99ff410855c,21.0,980.0,1.0,334.0,456.864
69f771b9c8c6892f6d6d1baaf0784af74aadd0bea1bf37f10462b92b7c2fed85,22.0,980.0,1.0,334.333,456.636
062011f045614cc7109c06dd0bd071bb026da8bff3749e16c90bdc8ddaa372b7,23.0,980.0,1.0,334.667,456.408
9cb1a5563a27b332e9624deb9ec197850f4e79d5ad1bcf098efbc37e67405d0b,24.0,980.0,1.0,335.0,456.181
bc89aeb8ec758d77ae5b153b8fdbce7217a7d34ce7c7856d95de00560245b047,25.0,980.0,1.0,335.333,455.953
d992145b4bec3f1f48d8878324e7ff803bc9b15241456fa413a407979119f79b,26.0,980.0,1.0,335.667,455.727
c8b5ccb030ad0e27a5cbc0c6130f8240e0eebfc64e6de11b169ac2c2223ce739,29.0,980.0,1.0,336.667,455.049
e54e3b10d13af88b1796ba477aaa355856798fa5b96bd2ed318b28aa3874cffc,30.0,980.0,1.0,337.0,454.824
fb44a38453229ab3795e73794c0b7966dc26ea24f94da2b6965d60be61c18340,31.0,980.0,1.0,337.333,454.599
564abd56d9463691fbf1084a0587074d7d8b82f3b12a24160c0436532efd2515,32.0,980.0,1.0,337.667,454.375
425f2716986de6a09a8a114f1e8b9d14595e6f31b705424f12052379e4b4cebb,33.0,980.0,1.0,338.0,454.15
65d3fee46dc89d4fffef2d1f630ccdc7a58170eafa7c4871a4c9c02a3b572d04,34.0,980.0,1.0,338.333,453.927
efb493acccee630ac0c6ac86031e47d040a329f9810e7fd7d7ab5e4d0a393a4e,36.0,980.0,1.0,339.0,453.481
9ead9f7674ac75ed05f4ef03cb95b8a419a43362215c41fe52b20947f9d901dc,38.0,980.0,1.0,339.667,453.036
404a4794e6c49a99b5375c5d1d2a366d164c0efa4075a5f1cea61224397bd435,39.0,980.0,1.0,340.0,452.814
b4d788a842627fbac3f48ac457b9ab35df671ec6e915f7ccf810315a5ac6cc0c,40.0,980.0,1.0,340.333,452.593
bca2b87f0592c73654f664b6279068ea629cedc9d7c87480f3b036cb2bbd94c6,41.0,980.0,1.0,340.667,452.372
53ebc5e83bcbf87cd90507bb2e640e64d737ce24d65b0bdf29b2ec5cc726af57,44.0,980.0,1.0,341.667,451.711
ad8486f3fd2b313aeb4602ca8b0d3b74b3c9253bb14ae82d957e57c82b1a37f3,46.0,980.0,1.0,342.333,451.273
f540e49ccf15674e903fc94ff39ff2b757124f2e11927f4c42a92d03481e9ced,48.0,980.0,1.0,343.0,450.836
5a20e6a800d9c50268488d211c989a5ab78bd5364db4b6bfcf23224404585ca8,49.0,980.0,1.0,343.333,450.618
8248b7ea1f514a334a9a04872947f6d7ddd53360b0aadd065948d4f40f809c98,51.0,980.0,1.0,344.0,450.183
d09a9b35bd556ecee5086dfb3208e7325af5882626c24b0f96c4929f4b1b712b,67.0,969.0,1.0,345.667,441.586
97553af51516060c653d4d0659e58be65533e19c922f0a4714c9f95f5f11b1c4,57.0,979.0,1.0,345.667,448.417
70897f415c4473d8ca650d0ff4a567c5bb0f7a87df2f320d442628638bfe8a59,58.0,980.0,1.0,346.333,448.674
ae475f06e071a2521811f300d09196ed77095cc62aa0289189c57abc9b26b0c3,59.0,980.0,1.0,346.667,448.46
eb0af80eb45bbd64d8959e75f8f21952d618b4f44fc8ec4546a3fe9905859455,63.0,977.0,1.0,347.0,446.196
c24d6219b125d9dbea52c431f6dc6122ee76c94cce8987d8406787c93f0b39c4,60.0,980.0,1.0,347.0,448.246
3d9008d2480a7dac2519174b70b348269e3fe9182fc80dbce17d20546db3d522,61.0,980.0,1.0,347.333,448.033
0488e88a2bd8fc94d7d4b9fab2d86bbbde681d8598a8e26e614239b7de59a84a,65.0,980.0,1.0,348.667,447.184
7ebba3c4fb329fc5009de457bcb554588642778a71ce8ae5963bffe8ada13a8b,68.0,980.0,1.0,349.667,446.551
83ff1cad31d150ea6673dd7ce897ec80980871ad59a6d008c6da9afd86010ff6,69.0,980.0,1.0,350.0,446.341
ca7d4d28883a04fa6ffda83f022de343847cb45bc9879f4998d0b5a93ff01435,70.0,980.0,1.0,350.333,446.132
c00eb68b6949e2655d6f3457d298a16bd128522a1b9737da3c42c8c51a3f80c6,73.0,980.0,1.0,351.333,445.505
3eeab91fce96724fa85bb6f5125325f87e8d29af2cde656042c662e359b335f7,74.0,980.0,1.0,351.667,445.297
3c0af6614691b4ca5d2e3a38e81cf50ec6d639e0915b9bc72f137ee1437274bc,75.0,980.0,1.0,352.0,445.09
97c646b3746b4399f8131c36a4ae651da08391f88a35e4c9b2773d035465a179,76.0,980.0,1.0,352.333,444.882
f507eb3d15d131d42bed7bce9f05d8c734ed64a58774f5d40e880a95fcd3d8e8,77.0,980.0,1.0,352.667,444.675
c4010c2367bf2040cfa00fbbc274f19081904c64a5ddf62613529bf7089dea61,79.0,980.0,1.0,353.333,444.263
20307372533b9b6b60b355ade03829162fb8e64f3a6a53dc4fdae993420bb7a0,81.0,980.0,1.0,354.0,443.852
b40a68ca2a2cc6e2ff1cdf90a8ea35ed92e9bcc9cde1f8536c0657af3fa967de,83.0,980.0,1.0,354.667,443.443
a0e638f0bb03ae1d466b11d67ef470c4cad24857123b00812395ca79ab7590ae,84.0,980.0,1.0,355.0,443.239
a697bbc7223ef1609f06dcd223d4ea78c269fd89f97d454b7209e56880ec384c,86.0,980.0,1.0,355.667,442.832
eee8be8a00d25a9647d1ceca1a6a596475d9b32395826e7ec9ed6026ead01402,87.0,980.0,1.0,356.0,442.629
0ea3f485f99836e3f0dd01c6c3f711ca0d2cf8b7bb869ff805a012db4a8b08e8,90.0,980.0,1.0,357.0,442.023
ecb1e60332059984242db30d63e229a9c76e65f5956f67321bf3142d48bb1358,101.0,969.0,1.0,357.0,434.671
5eec7b8b514bc9d83e4fd55c160c3c814ed6d81e3fbb686f3a83eb67921033bc,91.0,980.0,1.0,357.333,441.822
3f4692a480ee04dff3491bfe853344076839c02de7d160f594c42c119ff07e85,92.0,980.0,1.0,357.667,441.622
fee7f1152d82d36ff547a8f9905b01a016f889c1a3a0ae13b75a42863c6e7f46,93.0,980.0,1.0,358.0,441.421
d51b4cc810561fbcd84958a79c976f6da6e0841a4dbc4472ac26e45f85f8c8d5,106.0,969.0,1.0,358.667,433.694
ad2d9879a8b2ef5328ec3bc710c95828b4c43fb64ec9ae1fe68f4f1d572861c6,96.0,980.0,1.0,359.0,440.823
3ca5bd8c5d273c441690eeaebe0d20001b5de022d092868f6df16fd649f4d52d,98.0,980.0,1.0,359.667,440.426
221076f77ab1afc659b5d85a3b309cbc8afe554205dd19c3ca7c34531f30152e,100.0,980.0,1.0,360.333,440.031
ffeeb8d2494392dc868d636243d3f97ab607b9ca6e200aa897cbd7cb320cf8a2,118.0,980.0,1.0,366.333,436.549
bc9a543de0d8a11883260223f42dd2306510b8837b5f83b94011e4c26290c8f0,119.0,980.0,1.0,366.667,436.359
99a746b5b190f5f1fd16c3f1b48963e023d6bc55c94067eca8376a13ad4e33fe,124.0,980.0,1.0,368.333,435.419
15f167ec32faf53eaf280016667c946a71ff0ad3820069aa7a50d20e0a6584d5,126.0,980.0,1.0,369.0,435.046
a333b90fd76570d46d00beb7d6cdffa913703f5bd02b76e41d428b5b704f30e7,137.0,969.0,1.0,369.0,427.882
5637a9e06aacd7f933988ed1ea9ff6d6f70cb817b487f4b249d0e35db62dcae7,127.0,980.0,1.0,369.333,434.86
a6fcae02f8653ead50117e29a414e2eb0871b624fd97521921a64e64fc66694d,130.0,980.0,1.0,370.333,434.304
