id,rank_01,rank_02,rank_03,rank_mean,rank_std
931008de17675b8089f461b1adb94b298b6eaeea98c5235d87ca3863547566b4,4.0,3.0,1.0,2.667,1.247
1d9287853ec87e161d97998605146105c7062d816789496889dfa0b082abaef3,17.0,3.0,1.0,7.0,7.118
050230d2e5b5c06d3f76d65fdad4111395c700c652b7f2a85a6eeecfc1d9340c,20.0,3.0,1.0,8.0,8.524
4762c5a788765e241f971544278e27f7693f4cd3d82aaaae49299e776bc064ab,25.0,3.0,1.0,9.667,10.873
efc39f042e0cd53e9e70ef33f536bfdeef9bc8fb886fe8437b49575330a55907,29.0,3.0,1.0,11.0,12.754
2672bcf3b89e9cda686180435beb9518edc8d70d94e5d563d9a455e745bccf51,30.0,3.0,1.0,11.333,13.225
c509875573570b7b3048e51c84209612a4f31d36de54d7e950b7ceb74eb8ac82,32.0,3.0,1.0,12.0,14.166
f3807a2bfcc2518a6b3326fb9381b7ba6c65f008ea792af57ca3fb0a75416522,33.0,3.0,1.0,12.333,14.636
9843edef6085be4f45254b54a1b26f31f43ba0a39fe440bee98ccbea490efbfd,46.0,3.0,1.0,16.667,20.758
2f86d33017506f982cb63b1565b9a5bd6fe02b507dfa927b5f55c1374db9c0ba,49.0,3.0,1.0,17.667,22.171
f5fcd2b5871c5b78a5caac803dadf488b0d3beaaadf777bceffa9a6c347a9a2e,51.0,3.0,1.0,18.333,23.113
51809151a4148509bff5780ecaa48f77a8a840c1b733faea03d41e871bd14fd0,53.0,3.0,1.0,19.0,24.055
e0e30840e8517e89c1c0d09dfd8ba955222e1aa94127d58229094024ba426d26,54.0,3.0,1.0,19.333,24.527
d13102517775bc35b7771c27d39f850afc5ea849786124b5943886bf8eb444e3,57.0,3.0,1.0,20.333,25.94
20cd1ea48a3a05ff516e0fd7f7e3087588fded55209967d2c896b5e32450389e,62.0,3.0,1.0,22.0,28.296
2f725a5e6799bb325b54662dfa02b156b7b7a0ecd67841820c5d98340f03506e,63.0,3.0,1.0,22.333,28.767
30e778bf8481db724ce7e014fdd259fe0fd316eda42f0175205a4db3a8b722f6,68.0,3.0,1.0,24.0,31.123
824dfef51042cc47a13b79f86eac0e5f2a331997ca9b7e0f3d7578bc0d53fd19,14.0,3.0,55.0,24.0,22.376
2ecd9bd8e5e856c8e522bf2d7e4403527aa15cb28823d98695bd7bafb40eef54,71.0,3.0,1.0,25.0,32.537
af97b1e42e18553cb3a25893d259b6fda6e0b99278dc66e4f187f4ce721384b0,73.0,3.0,1.0,25.667,33.48
f647b2ec1e4d58120c2dd01adda9f6176c1ef35bd57b60decad22a38e9d74d38,75.0,3.0,1.0,26.333,34.422
386b77c116868aed2636470610236e61093b744a8609cc5e4cb3a0357f057baf,79.0,3.0,1.0,27.667,36.307
ecc1f45541d0e1545d3ceed4942e995e743d1c364dc55852aaf51a05e5f7703a,86.0,3.0,1.0,30.0,39.606
fc0d1a528db1b7f0464824106d44dab8f3c2f578395097c5bc322f06ed1619bb,88.0,3.0,1.0,30.667,40.549
5e608641dc89bb28924ac56130814500baec69c3700e1ad2a7083d3e90c39ef1,35.0,3.0,55.0,31.0,21.417
588399c65500bb093d48ad23fd368dc07e26d079043f33bfa8180adc351ff859,90.0,3.0,1.0,31.333,41.492
76a3f1781e4cb1dd4fa6b931c3be08c02f70ebc730f31293265892b9c03133cd,5.0,3.0,87.0,31.667,39.135
f5728ba45f8732a1521e5584011cf199052d12e1b3adfe8ca42a4f22f3a75103,1.0,94.0,1.0,32.0,43.841
0761c39caa607f12e69da9424f465d41df726032a57ddfaa93fa67b0289356b8,2.0,94.0,1.0,32.333,43.607
a92bacc43c17fde5410f4f99144b24e34804416d49f600feb8e6d5803c1dd334,93.0,3.0,1.0,32.333,42.906
d23b12024179abc0ef22cf58b0842140d8a2f0e43a5927819f674a58c8359b0c,3.0,94.0,1.0,32.667,43.377
610d2b83854767b3ecc78d450ef70121becac7cd2f67341e5b4882783bc88ca2,6.0,94.0,1.0,33.667,42.711
b3451f85d8f9c6b7aaa6d868fb17fb8a4f047e0fc8bd8c12b111df05c81999ec,7.0,94.0,1.0,34.0,42.497
9b638729df988f13b5dba7186bdba9a737a66e8a4b263392b3f88f3435605f8a,8.0,94.0,1.0,34.333,42.287
1854647d91fcfe5b36034119e27837908c6ca2c5ea491899b32c01781f25182e,45.0,3.0,55.0,34.333,22.529
beb95c49d48adcbe05eaea6ccb43becf38ec0ca826e5fa013b55a616f93afd7f,9.0,94.0,1.0,34.667,42.082
d1d627273bed8da809ba814d28d7e1ea3f9b95d3eaa464c013d29eb3584e9092,10.0,94.0,1.0,35.0,41.881
c5f72f029ecacf7c3f138f9fe3dbc900d39bbb538c5692fb8e5b2b26e856acf2,13.0,94.0,1.0,36.0,41.304
b4be6594b0269e27d1aab5885b6260f684f0c4cad59556a1b5ace86cbd5c669a,52.0,3.0,55.0,36.667,23.837
d06639ff1d28dce5353c17592c8377115ce769a4ecbbc8c454a970a3374901db,15.0,3.0,93.0,37.0,39.9
471bf60530ff230aacd985055b661907727044089e74cd0685419d601bc8d2bc,28.0,3.0,82.0,37.667,32.968
25a22502f77a075af92878f748a598fee97116c1f16f7ea73aed52d8553c2c77,19.0,94.0,1.0,38.0,40.274
61052097d821f725af6f0ae541af6f2ce5eee648e4c27c029afa0efd0bd66c52,59.0,1.0,55.0,38.333,26.449
06484ac1093f9be961b93780a96bcecc24a5318bd1eb72ae08537f7490b1346b,40.0,3.0,74.0,39.0,28.994
b9b118f50950c30752d0957d3d92ca0a95b9d47c8f2f3dd756372a9ac2c40bc3,22.0,94.0,1.0,39.0,39.825
4cac3cef0a5633747d1172bd2932505f5967391d4090c9d3c641dac6643e51cc,26.0,94.0,1.0,40.333,39.297
07669a5d0d17c0d82d5b9ede546019dd809c22886a46b762c44b61bf2211c12c,23.0,3.0,96.0,40.667,39.969
95a8f471dd437c41ab7e79cae6c3c6e66d9a5ab77aba038bab87bd4b0bb4ba6e,65.0,3.0,55.0,41.0,27.178
6d326dea31b028c4b04bfdabfdb72cd72bd1277a92be5a15b0a7453e761d6912,69.0,3.0,55.0,42.333,28.394
037596716a58e6998bff6f5c213e54c015a82faa1c959bb1a120b39d3bf72dbb,34.0,94.0,1.0,43.0,38.497
d0ee85e5021bf6a740226a552f2d8bae99618ae211191ff64f3ff3f37b4402cb,36.0,94.0,1.0,43.667,38.352
c6874a5836af662d30e77ba12cdbf525290ba40a0ec1156cbc74451eda9ef33f,11.0,3.0,117.0,43.667,51.957
f16581d5e4c2efc8206316e25f46ff6494d3a3bd668945546ea5a6f63bac7140,38.0,94.0,1.0,44.333,38.23
